Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Participated in any competition?,Self-learning capability?,Extra-courses did,Olympiads,Reading and Writing Skills,Job or Higher Studies?,Managerial or Technical,Hard Worker or Smart Worker,Worked in teams ever?,Are you Introvert?,School Major,Favorite Subject at School,College Major,Favorite Subject at College,Skills,Hours working per day,Interested Subjects,Workshops,Certifications,Name of University,Alternate University,Suggested Job Role,Course of Study
81,90,4,1,0,4,1,1,3,Higher Studies,Managerial,Hard Worker,0,1,Biology,maths,Computer Science,computer,programming,4,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
77,63,4,1,0,4,1,0,4,Job,Technical,Smart Worker,0,0,Biology,maths,Commerce,physics,adaptability,4,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
79,82,12,1,1,4,1,0,3,Higher Studies,Technical,Hard Worker,1,1,Biology,physics,Computer Science,maths,adaptability,12,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
66,65,11,0,0,4,0,1,4,Higher Studies,Managerial,Hard Worker,0,1,Biology,maths,Pre-engineering,computer,development,11,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
70,85,9,1,1,5,1,0,3,Higher Studies,Managerial,Hard Worker,1,0,Computer,urdu,Computer Science,maths,teamwork,9,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
93,87,11,1,0,4,1,1,2,Job,Managerial,Hard Worker,0,0,Biology,maths,Pre-engineering,physics,teamwork,11,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
82,82,4,0,0,3,1,0,4,Higher Studies,Managerial,Smart Worker,0,0,Computer,maths,Computer Science,computer,testing,4,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
67,66,12,0,0,3,0,0,3,Higher Studies,Managerial,Smart Worker,0,1,Biology,physics,Computer Science,computer,programming,12,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
73,60,10,0,0,5,0,1,1,Higher Studies,Technical,Smart Worker,0,0,Biology,english,Pre-engineering,pakistan studies,testing,10,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
77,72,10,1,1,4,1,0,5,Job,Managerial,Smart Worker,1,1,Biology,english,Pre-engineering,english,testing,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
86,94,10,0,0,5,0,1,5,Higher Studies,Technical,Hard Worker,1,1,Computer,english,Pre-engineering,maths,testing,10,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
83,69,6,0,0,4,1,1,4,Higher Studies,Technical,Smart Worker,1,1,Computer,maths,Computer Science,computer,adaptability,6,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
90,76,11,1,1,4,1,1,4,Job,Managerial,Hard Worker,1,0,Computer,physics,Pre-engineering,maths,decision making,11,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
68,82,8,1,1,4,1,0,1,Job,Managerial,Hard Worker,1,1,Biology,physics,Computer Science,computer,programming,8,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
81,89,9,0,0,5,0,0,2,Job,Managerial,Hard Worker,1,1,Biology,english,Pre-engineering,maths,adaptability,9,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
73,61,4,1,1,3,1,1,1,Higher Studies,Technical,Hard Worker,1,0,Biology,maths,Computer Science,chemistry,development,4,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
64,65,11,0,0,5,1,1,4,Job,Managerial,Hard Worker,1,1,Biology,maths,Computer Science,pyhsics,adaptability,11,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
68,86,4,1,0,5,0,0,1,Higher Studies,Managerial,Smart Worker,1,1,Biology,maths,Humanities,computer,decision making,4,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
69,68,11,1,1,3,1,0,2,Higher Studies,Technical,Smart Worker,0,1,Biology,maths,Humanities,physics,adaptability,11,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
93,84,6,0,0,5,1,0,3,Higher Studies,Technical,Smart Worker,0,0,Biology,maths,Pre-engineering,maths,adaptability,6,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
76,67,8,1,0,3,0,1,4,Higher Studies,Managerial,Hard Worker,1,0,Biology,physics,Computer Science,computer,development,8,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
86,73,7,1,0,4,1,0,3,Job,Technical,Smart Worker,1,1,Biology,maths,Computer Science,maths,development,7,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
86,90,6,1,0,3,1,1,3,Higher Studies,Managerial,Smart Worker,1,1,Computer,maths,Pre-engineering,physics,decision making,6,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
94,67,5,1,0,5,0,1,3,Job,Managerial,Hard Worker,0,1,Computer,maths,Computer Science,computer,teamwork,5,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
89,64,8,1,1,5,1,1,3,Job,Managerial,Smart Worker,0,1,Computer,maths,Pre-engineering,maths,teamwork,8,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
77,67,7,0,0,4,0,1,1,Job,Technical,Hard Worker,1,0,Biology,maths,Pre-engineering,computer,programming,7,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
60,68,4,0,0,1,0,0,1,Job,Technical,Smart Worker,0,0,Biology,maths,Pre-engineering,maths,teamwork,4,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
81,68,12,1,1,2,0,1,5,Job,Managerial,Hard Worker,0,0,Computer,maths,Pre-engineering,maths,development,12,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
93,74,4,1,0,3,1,0,4,Job,Technical,Hard Worker,0,1,Biology,urdu,Pre-engineering,physics,development,4,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
85,69,4,1,1,1,1,0,3,Higher Studies,Managerial,Hard Worker,0,1,Computer,maths,Pre-engineering,english,programming,4,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
74,90,8,0,0,5,0,1,3,Higher Studies,Technical,Smart Worker,0,0,Computer,computer,Pre-engineering,english,decision making,8,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
93,73,12,1,0,4,0,1,4,Higher Studies,Technical,Smart Worker,0,1,Computer,maths,Computer Science,maths,decision making,12,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
63,89,7,1,0,5,1,1,4,Higher Studies,Managerial,Smart Worker,0,1,Biology,physics,Computer Science,english,programming,7,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
66,72,5,1,1,2,0,1,4,Higher Studies,Technical,Smart Worker,0,0,Biology,maths,Computer Science,english,testing,5,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
79,83,12,1,0,5,0,0,4,Job,Managerial,Hard Worker,0,1,Biology,maths,Pre-engineering,computer,adaptability,12,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
80,61,9,0,0,4,0,1,4,Job,Managerial,Smart Worker,1,1,Computer,chemistry,Pre-engineering,english,decision making,9,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
67,68,7,0,0,2,0,0,2,Higher Studies,Managerial,Smart Worker,0,0,Computer,english,Computer Science,maths,decision making,7,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
85,75,11,0,0,3,0,0,5,Higher Studies,Technical,Smart Worker,0,0,Computer,pakistan studies,Computer Science,physics,adaptability,11,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
71,85,7,1,1,2,1,1,4,Higher Studies,Technical,Smart Worker,1,0,Computer,english,Computer Science,physics,decision making,7,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
60,87,4,0,0,4,0,1,4,Higher Studies,Technical,Hard Worker,1,1,Biology,maths,Computer Science,english,programming,4,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
92,70,7,0,0,4,0,0,2,Job,Technical,Smart Worker,0,0,Computer,physics,Computer Science,maths,development,7,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
66,70,4,1,1,4,1,0,1,Job,Managerial,Hard Worker,1,0,Computer,maths,Pre-engineering,maths,teamwork,4,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,93,5,1,0,4,0,1,4,Higher Studies,Managerial,Smart Worker,1,0,Computer,physics,Pre-engineering,maths,testing,5,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
62,85,10,0,0,4,1,1,3,Higher Studies,Managerial,Smart Worker,0,0,Computer,maths,Computer Science,computer,programming,10,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
84,83,8,1,0,3,1,0,4,Job,Managerial,Smart Worker,1,0,Computer,maths,Pre-engineering,maths,development,8,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
77,91,10,0,0,3,0,0,1,Higher Studies,Technical,Hard Worker,1,0,Computer,maths,Pre-engineering,computer,adaptability,10,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
78,90,6,1,1,3,0,1,4,Higher Studies,Technical,Smart Worker,0,0,Computer,physics,Pre-engineering,maths,adaptability,6,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
80,82,8,1,1,4,1,1,4,Job,Technical,Hard Worker,1,1,Biology,maths,Pre-engineering,maths,programming,8,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
69,87,9,0,0,5,1,1,2,Job,Technical,Hard Worker,1,0,Computer,urdu,Pre-engineering,maths,teamwork,9,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
71,83,11,0,0,4,1,0,1,Job,Managerial,Smart Worker,1,0,Biology,maths,Pre-engineering,computer,decision making,11,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
